id,mensa_id,date,name,category,prices_students,notes
66014,113,2012-08-20,Bunter Salatteller mit Käsestreifen und einem Brötchen,Tagesgericht,,[]
66013,113,2012-08-20,Rinderschmorbraten in Rotweinsauce,Menü 3,,[]
66012,113,2012-08-20,Hokifischfilet auf Basilikum-Meerrettichsauce,Menü,,[]
66017,113,2012-08-21,Getreide-Crossies mit Kräuterquark und Reis dazu gemischter Salat,Tagesgericht,,[]
66016,113,2012-08-21,"Rinderhacksteak ""Esterhazy"" mit Sauce",Menü 3,,[]
66015,113,2012-08-21,Gyros aus der Pfanne mit Tzatziki,Menü,,[]
66020,113,2012-08-22,Asiatische Gemüsepfanne mit Sojawürfeln und Glasnudeln,Menü vegetarisch,,[]
66019,113,2012-08-22,Hacksteak mit Ananas und Käse überbacken dazu Pommes frites und Salatbeilage,Tagesgericht,,[]
66018,113,2012-08-22,Gebackene Hähnchenschnitte mit Tomaten-Thymiansauce,Menü 3,,[]
66023,113,2012-08-23,Frühlingsrolle mit Gemüsefüllung dazu Tomatensauce,Menü vegetarisch,,[]
66022,113,2012-08-23,Bunter Salatteller mit gegrilltem Schweinesteak und einem Brötchen,Tagesgericht,,[]
66021,113,2012-08-23,Halbes Hähnchen vom Grill,Menü 3,,[]
66026,113,2012-08-24,Bunte Paprikapfanne mit Bambussprossen und Dinkel,Menü vegetarisch,,[]
66025,113,2012-08-24,Eiernudeln mit Carbonarasauce und Parmesan dazu Salat,Tagesgericht,,[]
66024,113,2012-08-24,Fischfilet mit Remouladensauce,Menü 3,,[]
166396,113,2012-08-27,"Bunter Salatteller mit Schafskäse, Oliven und Tomaten dazu ein Brötchen",Tagesgericht,,[]
166395,113,2012-08-27,Gebackenes Hähnchenbrustfilet mit Käsesauce,Menü 3,,[]
166394,113,2012-08-27,Schweinerückensteak mit Senfsauce,Menü,,[]
166399,113,2012-08-28,Gefüllte Zucchinischiffchen mit Tomatensauce,Menü vegetarisch,,[]
166398,113,2012-08-28,Kartoffel-Gemüserösti mit Schinkenstreifen und Sauerrahmsauce,Tagesgericht,,[]
166397,113,2012-08-28,Rinderragout mit Pilzen,Menü,,[]
166402,113,2012-08-29,Spaghetti mit Petersilienpesto dazu Salat und ein Stück Obst,Tagesgericht,,[]
166401,113,2012-08-29,Gebratene Putenbrust mit Rahmsauce,Menü 3,,[]
166400,113,2012-08-29,Schweinegeschnetzeltes mit Pilzen und Gewürzgurken,Menü,,[]
166405,113,2012-08-30,Austernpilzpfanne mit Schupfnudeln dazu Kräuterdipp (vegan),Menü vegetarisch,,[]
166404,113,2012-08-30,Currywurst mit Tomatensauce und Pommes-frites dazu Salatbeilage,Tagesgericht,,[]
166403,113,2012-08-30,Putenkeulenfleisch mit Rahmsauce,Menü 3,,[]
166408,113,2012-08-31,Salatteller mit Tofuwürfeln und verschiedenen Dressings dazu ein Brötchen,Tagesgericht,,[]
