id,mensa_id,date,name,category,prices_students,notes
66075,115,2012-08-20,"Entenbruststreifen ""Hongkong"" mit süß-saurer Sauce",Bistro Gourmet Fleisch,,[]
66074,115,2012-08-20,Lachsfilet mit Zitronenbutter,Bistro Gourmet Fisch,,[]
66073,115,2012-08-20,Eierpfannkuchen mit Gemüsefüllung dazu Salatbeilage und Butterreis,Fleischlos Abend,,[]
66072,115,2012-08-20,Hähnchenspieß mit Paprika-Currysauce dazu Butterreis und Salatbeilage,Fleischgericht Abend,,[]
66079,115,2012-08-21,"Putensteak ""au four"" dazu Rahmsauce",Bistro Gourmet Fleisch,,[]
66078,115,2012-08-21,Limandefilet in Eihülle gebacken mit Tomatensauce,Bistro Gourmet Fisch,,[]
66077,115,2012-08-21,Tortellini mit Gemüsefüllung dazu Salatbeilage und Joghurtspeise,Fleischlos Abend,,[]
66076,115,2012-08-21,Putensteak mit Rahmchampignons dazu Butterreis und Salatbeilage,Fleischgericht Abend,,[]
66083,115,2012-08-22,Schweinelendchen mit Lauchsauce,Bistro Gourmet Fleisch,,[]
66082,115,2012-08-22,Hokifilet auf Gemüsebett dazu Sauce Choron,Bistro Gourmet Fisch,,[]
66081,115,2012-08-22,"Gemüsepfanne ""Peking"" mit Nudeln dazu Salatbeilage",Fleischlos Abend,,[]
66080,115,2012-08-22,Gyros von der Pute mit Knoblauchdipp dazu Pommes frites und Salatbeilage,Fleischgericht Abend,,[]
66087,115,2012-08-23,"Putengeschnetzeltes ""Asia Art""",Bistro Gourmet Fleisch,,[]
66086,115,2012-08-23,Heilbuttsteak dazu Kräuterbutter,Bistro Gourmet Fisch,,[]
66085,115,2012-08-23,Gnocchi -Brokkoli - Auflauf überbacken mit Sauce hollandaise dazu Salatbeilage und Dessert,Fleischlos Abend,,[]
66084,115,2012-08-23,Pfefferhacksteak vom Rind dazu Pommes frites und Salatbeilage,Fleischgericht Abend,,[]
66091,115,2012-08-24,Schweinesteak mit Tomate und Käse überbacken,Bistro Gourmet Fleisch,,[]
66090,115,2012-08-24,"Fischteller ""Borkum"" mit Salat und Sauce",Bistro Gourmet Fisch,,[]
66089,115,2012-08-24,Vegetarische Frühlingsrolle mit Tomatensauce dazu Butterreis und Joghurtspeise,Fleischlos Abend,,[]
66088,115,2012-08-24,Hähnchenbruststreifen mit Pilzen und Paprika dazu Kroketten und Salatbeilage,Fleischgericht Abend,,[]
66093,115,2012-08-25,Grünkernbratling mit Sauce bearnaise und Schupfnudeln dazu Salatbeilage,Menü vegetarisch,,[]
66092,115,2012-08-25,Hähnchen Crossis mit kalter Knoblauchsauce und Lyoner Bratkartoffeln dazu Salatbeilage,Menü,,[]
171093,115,2012-08-27,Rumpsteak rosa gebraten mit Sauce Bearnaise,Bistro Gourmet Fleisch,,[]
171092,115,2012-08-27,Lachsschnitte gebraten dazu Weißweinsauce,Bistro Gourmet Fisch,,[]
171091,115,2012-08-27,Vegetarisch gefüllte Tortellini auf Gemüsebett mit Fruchtjoghurt und Käsesauce dazu Salatbeilage,Fleischlos Abend,,[]
171090,115,2012-08-27,Putenfrikadelle mit Pilzrahmsauce dazu Pommes frites und Salatbeilage,Fleischgericht Abend,,[]
171097,115,2012-08-28,Hähnchenbrustfilet in Sesampanade mit Tomatensauce,Bistro Gourmet Fleisch,,[]
171096,115,2012-08-28,Tilapiafilet in Eimantel dazu Lauchsauce,Bistro Gourmet Fisch,,[]
171095,115,2012-08-28,Gefüllte Zucchini mit Sauce,Fleischlos Abend,,[]
171094,115,2012-08-28,Panierte Hähnchenbrust mit Käse und Tomate überbacken,Fleischgericht Abend,,[]
171101,115,2012-08-29,Schweinemedaillons in Kartoffelmantel mit Beilage und Rahmsauce,Bistro Gourmet Fleisch,,[]
171100,115,2012-08-29,"Fischteller ""Anastasia"" auf Blattspinat dazu Sauce Hollandaise",Bistro Gourmet Fisch,,[]
171099,115,2012-08-29,veg. Schupfnudel- Pfanne mit Tomatensauce dazu Salatbeilage und Quarkspeise,Fleischlos Abend,,[]
171098,115,2012-08-29,Chicken Wings mit Chili Dipp dazu Bratkartoffeln und Salat,Fleischgericht Abend,,[]
171105,115,2012-08-30,Hähnchenfiletstreifen süß-sauer dazu Chinagemüse,Bistro Gourmet Fleisch,,[]
171104,115,2012-08-30,Red Snapper mit Früchten in Curryrahmsauce,Bistro Gourmet Fisch,,[]
171103,115,2012-08-30,Vegetarisches Thai- Gemüsecurry mit Butterreis und Salatbeilage,Fleischlos Abend,,[]
171102,115,2012-08-30,Geschnetzeltes von der Putenbrust mit Früchten dazu Kartoffelkroketten und Salatbeilage,Fleischgericht Abend,,[]
171109,115,2012-08-31,Gefüllter Schweinerücken mit Champignons à la creme,Bistro Gourmet Fleisch,,[]
171108,115,2012-08-31,Forelle in Mandelhülle gebraten mit zerlassener Butter,Bistro Gourmet Fisch,,[]
171107,115,2012-08-31,Kartoffel Cordon bleu in Käsesauce dazu Butterreis und Salatbeilage,Fleischlos Abend,,[]
171106,115,2012-08-31,"Seelachsfilet ""Sylter Art"" dazu Bratkartoffeln und Salatbeilage",Fleischgericht Abend,,[]
171111,115,2012-09-01,Gemüsestrudel mit Sauce Hollandaise und Bratkartoffeln dazu Fruchtquark,Menü vegetarisch,,[]
171110,115,2012-09-01,Truthahngeschnetzeltes mit Kartoffelkroketten und gemischtem Salat,Menü,,[]
171114,115,2012-09-03,Rotbarschfilet mit Dillstippe,Bistro Gourmet Fisch,4.45,[]
171115,115,2012-09-03,Entenbrust rosa gebraten à la orange,Bistro Gourmet Fleisch,5.35,[]
171113,115,2012-09-03,Champiognköpfe in Gemüserahmsauce mit Butterreis und gemischtem Salat,Fleischlos Abend,2.75,['mit Alkohol']
171112,115,2012-09-03,Putenbrust mit Rahmsauce mit Kartoffelkroketten und gemischtem Salat,Fleischgericht Abend,3.05,[]
171118,115,2012-09-04,"Pangasiusfilet ""Peking Art"" mit süß-saurem Dipp",Bistro Gourmet Fisch,4.1,"['mit Konservierungsstoff', 'mit Geschmacksverstärker']"
171117,115,2012-09-04,Brokkolinuggets mit Cocktailsauce Bratkartoffeln mit gemischtem Salat,Fleischlos Abend,2.85,[]
187152,115,2012-09-04,Fischburger Pommes frites mit gemischtem Salat,Fleischgericht Abend,3.05,[]
171119,115,2012-09-04,"Putensteak ""Florida"" mit Pfirsich dazu Sauce Choron",Bistro Gourmet Fleisch,4.1,[]
171122,115,2012-09-05,"Fischteller ""Hamburger Art"" mit Weißweinsauce",Bistro Gourmet Fisch,4.5,['mit Alkohol']
171121,115,2012-09-05,Spaghetti Bolognaise mit Soja mit gemischtem Salat,Fleischlos Abend,2.55,['mit Alkohol']
171120,115,2012-09-05,Geschnetzelte Putenbrust in Rahmsauce mit Gemüse Kartoffelrösti mit gemischtem Salat,Fleischgericht Abend,3.05,"['mit Konservierungsstoff', 'mit Phosphat', 'mit Schweinefleisch']"
